Sentence,Tense
try it now,1
I just closed the door,2
no you don't want it open,1
oh how can you get your hand out,1
little horse,0
look at the horse,1
go in,1
I don't wanna ride in the back of the truck,1
oh you're skating,1
what's the matter,1
sit on the front of the truck Adam and ride now,1
you don't wanna sit there,1
are you tired Adam,1
you're tired aren't you,1
wanna ride that,1
are you the driver or the passenger,1
that's where the driver sits,1
wanna give this to Ursula,1
write something,1
you wanna come next to Mommy,1
well come on,1
what,0
yellow too,0
well which one is it,1
hm,0
tickle ear,1
no,0
no well how can he write,1
why don't you give one to Ursula so she can write,1
yes give one to Ursla,1
no not that one,0
this one,0
no you may tear the paper,1
wouldn't you like for Ursula to have a pen,1
that's right,1
up here,0
what is that,1
oh that's Cromer's house,1
Adam's mouth,0
oh you're going to put that in the trash can,1
oh you have a pail of doughnuts,1
Ursula has some doughnuts,1
hi Adam,0
you dropped it on whose boots,2
Ursula's boot,1
what happened,2
what,0
why did you turn the light on,2
why did you cut the light on,2
you did,2
he doesn't want that tractor up his back,1
he's not a road,1
don't what,1
don't fight Adam,1
oh who's fighting Adam,1
did you say fright or did you say fight,2
where did you buy the doughnuts,2
getting Adam doughnut,1
why don't you go get a pencil and write with it,1
if you write with his pen like that it won't write anymore,1
where are you going,1
what do you wanna play,1
oh doggie,0
well get on the floor with your doggie,1
Adam,0
well here come here and cut your paper,1
use the other one scissors,1
he means use the other hand for scissors,1
Adam what,0
what,0
keys,0
Daddy has Mommy's keys,1
not on Mr Cromer's lap,0
you play on the floor,1
what's the doggie's name,1
doggie program,0
what kind of program,0
you put the doggie down there,1
you're going to give Ursula a piece of paper,3
Adam's what,0
Adam home,0
Adam's home,0
what about Adam's home,0
you missed it,2
you're going to tear it,3
this is gas,1
you what,0
oh one is Adam's,1
where's one for Mommy,1
here's one,1
no use this finger,1
what shall we use the paper for,1
you don't know,1
you don't know what to use then why are you giving us the paper,1
oh giving dollars,1
oh that is Ursula's you give it to Ursula,1
you almost fell while you were getting the dollars,2
factory,0
what about the factory,0
what's that man,0
why is that man walking,1
I don't know,1
if he's walking so slowly it's because it's slippery on the sidewalk probably,1
no that's plugged in back there,1
use these fingers,1
what happened to your doughnut,2
you can't eat the doughnuts after they've been on the floor,1
won't they be a little dirty,3
no,0
rolling tape,0
what kind of tape,0
Ursula's tape,0
that's a flag,1
what do you say when you see the flag,1
you dropped your dollars on the floor,2
ahhah,0
you didn't even know they'd fallen off did you,2
doughnut get you,1
or do you mean you get doughnut,1
how can she write if you take all of her pencils,1
no Adam,0
playing the piano,1
you play the piano with your fingers,1
what are you doing now,1
Adam,0
stop playing yes,1
stop playing with Mr Cromer's pen,1
oh your finger pushed it,2
wanna talk,1
farm puzzle,0
why don't you put it over here and pick the pieces up and put them in,1
I don't think so,1
I don't know where it goes but I don't think it goes there,1
it fits in the puzzle someplace,1
they're all on the floor there,1
mhm,0
no that's not turned properly,1
turn it around,1
no the other way,0
I guess you hafta turn it around,1
show Ursula Sandy's boots,1
oh Timmy's boots,0
I don't know,1
aren't there some more pieces that go in first,1
what about all those pieces down there on the floor,0
oh no don't ride over your puzzle,1
you rode over one piece,2
mhm,0
okay,0
why don't you park the tricycle and finish the puzzle,1
no,1
oh no he'll hurt his teeth,3
wanna buggy,1
I guess he means ride buggy buggy,1
you're riding on part of the house,1
or part of the barn,0
no you've got her upside down,2
you don't want her to stand on her head do you,1
well if you want her to stand on her head,1
oh you want him to stand on his head too,1
well if you turn him like that where does this piece go,1
oh you shot him,2
I don't know,1
oh Mommy and Daddy watch the television set when Adam went to sleep yes,1
nose nose anything goes,1
Twinkle says that,1
Twinkles the elephant,1
I think he's asking the dog if he wants to climb on the cowboy,1
pick up all the pieces and put them on the table,1
there are two pieces under the tricycle,1
Adam,0
you're going to fall with that tricycle,1
no not yet,0
go pick those pieces up and you may put your cowboy boots on,1
no those two right there,0
what are you doing,1
now what is that for,1
what are you doing Adam,1
what did you do,2
what did you do with his foot,2
oh,0
we don't wanna lose the pieces,1
no I think you've seen them all,2
no,0
did you ask Ursula if you could go in her bag,2
no she gave you a piece now,2
Cromer's piece,0
no give it back to Ursula,1
no Adam,0
shall I help you take it off,1
on the table,0
maybe you should turn it over,1
no you can't have any more now until you pick that up off the floor,1
you've still got some of this,2
what's wrong with this,0
no did you ask Ursula,2
no don't bother the tape honey,1
you're going to check it,1
I think perhaps Ursula would know if something's wrong with it,1
you want it in there,1
it's alright,1
did you ask Ursula if you could go in her bag honey,2
who did that,2
it's Ursula's,1
ask her if you may see it,1
do you know what it is,1
why don't you ask her,1
Adam,0
no,0
no it doesn't get plugged in Adam,1
why don't you ask her what it is,1
Harvey is a cousin that he met during Christmas vacation,2
I think that might be a microphone that you hang around your neck,1
Adam who,0
hello,0
what are you doing now,1
taking diamond,1
what,0
Adam,0
I think you should bring that back and give it to Ursula,1
what happened to it,2
you just put it in the box,2
oh going to town,1
oh this is a steam shovel,1
no I don't think you should waste any more of this tape,1
you'll hafta give her some pennies to replace this tape if you use it,3
yes you give it to Ursula,1
what is the busy bulldozer doing,1
oh it's a steam shovel,1
what,0
what,0
wanna walk with Daddy,1
you're sitting on the microphone,1
you're sorry,1
well don't sit on it if you're sorry,1
busy bulldozer going up the hill,1
you're moving a rock,1
his cousins Harvey Michael and Emrie,0
yes Michael's at his home,1
it's twelve,1
it's twelve what,1
twelve fourteen o'clock,0
what happens at twelve fourteen o'clock,1
what,0
body,0
shiny factory,0
he's shining the factory,1
you're missing the factory,1
oh you're packing the suitcase,1
did you ask Ursula if you could open that,2
flower yes,0
what kind of flowers are they,1
oh they're blue flowers,2
am I sitting on the microphone cord,1
oh I should think so,1
you don't look where you're going,1
look Adam,0
Adam gave Ursula,2
did Adam give that to Ursula,2
what do you think that is,1
is that a doggie,1
what else,0
what is that,1
oh you think that's a train,1
who do you think that is,1
Uncle Clyde,0
what is he doing,1
jumping,1
no I don't think so,1
I think this is a car and that must be a policeman,1
and that's a train,1
hello Adam,0
well next to Adam but not on Adam,1
next to Adam,0
next to Adam,0
that's a tape recorder,1
no,0
don't take that paper off the film,1
no,0
I think perhaps you'd better give it back to Ursula,1
did you say thank_you,2
ribbon,0
yes that's film,1
making what,1
making steamshovel,1
tape,0
what about the tape,0
this isn't tape,1
where's the tape,1
no,0
you've got what to pick up,2
yes,0
you hafta pick the puzzle up first,1
no Adam,0
where are you going,1
no,0
what are you doing,1
turning it,1
what,0
no thank_you,1
I don't want a piece,1
oh thank_you,1
where did the scissors go,2
Ursula may need that at her work,1
busy bulldozer,0
you're going to cut it,1
I don't think she likes that little dirty tape there,1
it may have broken off from this one,1
perhaps so,0
let me put it in here Adam,1
yes,0
what will she use for tape if you break that up,3
alright,0
oh microphone ribbon,0
why does the microphone need a ribbon,1
I tie it,1
you what,0
I tie it up,1
oh you're tying it up,1
yes it needs a bib,1
why does the microphone need a bib,1
what are you doing,1
I why are you putting it in there,1
what is that,1
that's a what,1
a trash truck,0
no don't put it on your tricycle Adam,1
oh you're putting some gas in the tricycle,1
no Adam,0
don't ride with that cord,1
that's part of the tape recorder,1
oh that's a street broom,1
alright but don't play with the cord like that,1
no honey,0
I'm sorry,1
no you can't play with it Adam,1
let's put the puzzle together,1
poor head,0
oh poor head,0
how's your doggie doing,1
fine thank_you,0
oh good,0
oh the doggie eats breakfast,1
is he eating his breakfast now,1
what does he have for breakfast,1
oh he has cereal,1
what kind of cereal,0
he has hot cereal,1
what about your puzzle,0
what,0
will that fit in there,3
want your vitamins,1
thank_you,0
what kinds of vitamins are those,1
Adam's vitamins,0
vitamin Cromer's,0
Adam was that vitamin Cromer's,2
I need a vitamin too,1
what kind of vitamin,1
www,0
yes,0
are you going to give it to Ursula,1
no not that bag Adam,0
please,0
no,0
that's his pen,1
for you,0
sting,0
oh that's an elephant,1
lost a piggie,2
what,0
Perry,0
grandfather,0
you're dripping down,1
at the mouth,0
Adam did,2
airplane,0
I have one,1
thank_you,0
oh no,0
I'd rather write with this one,1
he's been practicing that,1
he's started being very particular about saying two this or two that,2
I don't think the doggie wants to write,1
I think he's rather have you write,1
who did that,2
who did that,2
I guess Adam did,2
who did what,2
that's a can opener,1
did you ask Ursula if you could go in her bag,2
what,0
have something on the table that Ursula brought Adam,2
yes it's sitting right there,1
okay,0
you can close it if you want,1
no,0
let her write Adam,1
she needs that pencil,1
where did you put Ursula's other pencil,2
I thought you wanted Ursula to read that,2
what,0
what,0
just like Adam's ladder,0
this book belongs to,1
Adam Smith,0
pink,0
pink as,0
pink as,0
pink as a,0
or a baby's nose,0
and it made,2
orange orange as an orange,0
tree,0
orange as a,0
orange as the setting,0
sinking,0
in the,0
sea,0
it didn't make,2
made a deep dark,2
there they are,1
there is purple,1
there are the kitties,1
they're sitting at the table,1
go,1
I don't think they went anyplace,1
we read that side,1
they're painting,1
brown as a,0
brown as an old,0
goat,0
brown as a,0
that's not bumble bee that's a beaver,1
brown,0
the sun went down,2
where does the sun go at night,1
one,0
two,0
a world of Easter,0
well I don't think so,1
and the color kittens had,2
I just read that,2
you read it to me now,1
fireman,0
Bambi,0
Pinocchio and Jiminy Cricket,0
a bear,0
color kittens,1
doggie,0
bear,0
car,0
wheel,0
train,0
wheel,0
what's that,1
duck,0
that's the bear riding a unicycle,1
Ursula what,0
what,0
still there,0
she's still there,1
yeah Ursula's still there,1
bucket's still there,1
the color kittens are still there,1
hat,0
a bucket of paint,0
color kitten,1
it's too small to tie up,1
why is it too small to tie up,1
alright,0
now it's large enough,1
alright,0
now it's large enough,1
you wanna get down,1
get down,1
jump down,1
I don't know what you're saying,1
what're you saying,1
jump down,1
what about time,0
what time,0
post office mail,0
where are you going with Ursula's cup,1
no bring it back,1
and bring the pencils back too,1
where did you put the milk,2
in the refrigerator so it will be nice and warm,3
what are you doing,1
no he doesn't want the dirty pencil in his mouth,1
it doesn't taste good does it,1
well why don't you take it out,1
Adam take the pencil out_of your mouth,1
what is the pencil,1
what,0
I think it's either a moustache or a smokestack,1
you're going to see the bear,3
take the pencil out_of your mouth,1
there isn't milk in here,2
there's ice in here,1
in the fire,0
what,0
for cigarette,0
oh thank_you,0
take it out_of your mouth Adam,1
you don't see Cromer smoking do you,1
to why do you wanna smoke,1
do you know whose face that is,1
whose face is that,1
no,0
there,0
who is it,1
who has a moustache,1
yes the man has a moustache but do you know the man's name,1
who looks like that,1
no thank_you,0
what are you doing now,1
that's his hair,1
mhm,0
there are his ears,1
two,0
and two eyes,0
and a nose,0
and moustache,0
and mouth,0
and chin,0
and a necktie,0
and shirt,0
now who is it,1
good,0
Adam's a big boy,1
what,0
two truck,0
like a tow truck,0
oh your tow truck is right there,1
what do you use your tow truck for,1
use Alvin's tow truck,1
I thought that was Adam's tow truck,2
what else,0
he doesn't wanna put your dirty cowboy hat on his head,1
aren't you ashamed,1
of Daddy,0
don't stand up on the chair honey,1
remember we don't stand up on chairs,1
we sit down on chairs,1
you don't wanna,1
alright,0
don't tie it up,1
why don't you pick up Cromer's pen and give it to him before you break it,1
it's on the floor,1
what's so funny,1
that's not football it's basketball,1
mhm,0
basketball,0
no that's not the moon,1
basketball,0
those are shoes for basketball,1
what the men are playing over there,1
trying to get the ball in the basket,1
football is when they kick the ball,1
yes that is a train,1
no I don't think he's tired,1
he has his hand up to his chin,1
come on pal,1
come on pal,1
a pal,0
no,0
cowboy likes a house,1
it's a restaurant where you go to eat,1
yes that's a rooster,1
cock_a_doodle fresh what,1
looks like the head of a cow,1
what,0
what,0
basketball,0
no I don't think he would sleep in a bunkhouse,1
yep he does look like Pappy doesn't he,1
a moustache mhm,0
that's a beard,1
that's a little one,1
I don't know what kind you'd call that,1
it's right here,1
you missed what,2
what are you looking for,1
cowboy's funny,1
what are you laughing about,1
not on your hat,0
fighting Rin_tin_tin,0
Rin_tin_tin is the doggie,1
the little boy's name is what,1
no that's the doggie,1
don't fight me,1
I don't know,1
it's all squashed up,1
I don't recognize it,1
no Shadow's hat wouldn't look like that,1
that too small,0
did you tell Ursula what you did yesterday that was bad,2
what did you get all over your face and hands,2
what was it,2
medicine yes,0
mercurochrome,0
yes and that was naughty wasn't it,2
you aren't going to do it again are you,1
no,0
you're sleeping,1
oh you're sleeping in the bunkhouse,1
sleeping on the floor,1
I don't think cowboys sleep in their hats,1
moustache,0
beard,0
beard,0
what is that,1
do you know what that is,1
no,0
that's an eagle,1
yeah,0
yes eagles that are alive do fly,1
what about birdies,0
birdies fly,1
Rin_tin_tin is a dog and dogs don't fly,1
wait you can't fly either,1
somebody what,0
who did what,2
cowboy did what,2
did what,2
Mommy did what,2
you're what,1
climbing what,1
dog missed it,2
he changed from a cowboy to a dog,2
where are you going,1
that's no tunnel that's a microphone,1
where are you sitting,1
wanna what,1
he's saying part of his grace,1
Rin_tin_tin doesn't have fingers,1
it's Rusty who has fingers,1
Rin_tin_tin is the dog,1
what is it,1
flower it's a mouse,1
do you want me to take it off,1
Rusty's hat,0
Rin_tin_tin is the doggie,1
I don't know,1
whose hat is that,1
cowboy hat,0
what's the cowboy's name,1
oh the cowboy's named Adam,2
you almost ran into Mr Cromer's feet,2
Adam do you want Mommy to take your cowboy hat and put it up,1
you can't play with it anymore until you learn to take care of it,1
what are you doing,1
wanna get back,1
what happened,2
kiss your knee,1
what happened,2
you kiss it,1
you're closer than Mommy,1
feel better,1
can you take it off,1
don't fight you,1
who's been fighting you,2
oh the cowboy was fighting you,2
oh the cowboy was fighting Rin_tin_tin,2
cowboy reach,1
no he needs his paper,1
let him give you some paper okay,1
please,0
who wrote on that,2
Cromer did,2
do you know what it says,1
what does that say,1
well what does that say,1
you tell me,1
what is that,1
pencil what,0
bring your scissors over to the table,1
yes,0
Rin_tin_tin is a doggie and he can't write,1
oh this is a house,1
thank_you,0
what a nice house,1
love a what,1
why not,0
for moose,0
what moose,0
what was that you did,2
what are you doing,1
what are you doing,1
what about Daddy coming home,0
you'll put the trash in there and Daddy will take it out when he comes home,3
you've got what on,2
shoes on pants on shirt on,0
what else,0
shoelace,0
what else,0
what else,0
Cromer's face,0
what else,0
no I haven't socks on,2
Ursula has boots on,1
eyes,0
how man eyes,0
four eyes,0
how many ears,0
four ears,0
yes how many noses,0
four,0
how many mouths,0
pop goes the weasel,1
ouch,0
why does Mommy get spanked,1
are you Mommy and I'm Adam,1
why are you spanking Adam,1
hot,0
because it's not,1
house,0
no,0
what is that,1
Shadow did,2
alright,0
well leave the box there and pick the rubber bands up,1
you were sposta pick them up off the floor and put them in the box,2
close the box and close the drawer,1
Daddy says to have two minutes,1
have two minutes to do what,1
squeaking not squealing,1
the drawer I guess,1
well put them in and close the box,1
put them in and close the drawer,1
put the other box down,1
that pan yes put it down,1
that,0
put that down,1
what about two minutes,0
why isn't there a house anymore,1
yes I thought you said this was a house,2
why did you change your mind,2
no pull the drawer out again and pull the box down,1
two minutes what,0
what are you doing,1
yes what are you doing,1
you're cutting in the trash can,1
two minutes about what,0
you dropped them on the cowboy's knee,2
what did the cowboy do,2
harpsichord,0
the record player's in the kitchen but the harpsichord is out here,1
whose suitcase,0
yes the harpsichord record is in the living room,1
and the record player is in the kitchen,1
you know where it went,2
read that,0
what does it say,1
oh it says harpsichord,1
how do you spell harpsichord,1
oh Daddy's harpsichord,0
yes you are a big boy,1
you put all that paper in the trash can for Mommy,1
for Daddy,0
oh somebody's house,0
whose house is that,1
you dropped it,2
behind you,0
no in front of you,0
mhm,0
two minutes,0
no not in that drawer,0
what's in there,1
what about two minutes,0
for two minutes,0
for doing something naughty he hadta sit on the steps for two minutes,2
I don't know,1
what is it,1
cup,0
those are Daddy's things,1
don't take them out,1
what was that,2
oh you're going to put it on your tricycle,1
where are you going to put it,3
oh what does it do,1
oh it goes right there,1
you don't care,1
why are you putting it there,1
I don't know,1
what does the rubber band do,1
mhm,0
oh it helps to pull it,1
yes what does it do,1
it helps the wheels turn,1
didn't you drop some on the floor,2
I understood fire truck,2
you're going to hafta pick all those rubber bands up and put them back,1
I wouldn't take so many out,1
Cromer isn't taking any out,1
no he's not taking them out,1
I don't see how they can help you because they won't stay on the wheels,1
on the wheels no,0
no I don't think they will,1
I don't think so,1
now you have too many,1
now no more,0
close the drawer,1
you missed it,2
screws,1
what are you putting on,1
no more,0
look on the floor,1
go look behind your firetruck on the floor,1
I don't know who did,2
it must have been Adam,1
well what is that,1
keep what up in the air,1
Adam what are those papers under your tricycle,1
look under your other wheel,1
the other one,0
look under the one,0
thank_you very much,0
they don't really belong over there,1
yes you still have some on there,1
I thought he said you two fighting,2
belongs on the pedal,1
what happened,2
no thank_you,0
no I don't any my fingers popped,2
he doesn't want his fingers popped either,2
you popped your finger didn't you,2
I don't know,1
what,0
where does that go,1
oh you put it together again,1
they don't really belong in there,1
no,0
Mommy can't do it if you can't do it,1
why are you looking at Ursula,1
aren't you ashamed,1
they'll think you're just a little baby,3
yes leave the doggie up,1
he's dirty and you're changing his diaper,1
does he have boots on,1
I don't think his legs are long enough to go in the boot,1
what,0
are you coming,1
what do you want Cromer to move for,1
do you want me to set over there,1
what are you going to do,1
good night,0
cross the bridge,1
what bridge,0
Soakie's under there,1
Adam what are you doing,1
we don't want all these beetles,1
okay,0
oh that's a big one,1
a beetle can you tell Urs where you went yesterday,2
we didn't go to the grocery store,2
where did we go,2
yes we went in the car,2
and what did you see,2
animals,0
a big doggie eating,1
but he was much bigger than Perro,2
do you remember what the place was called,2
no zoo,0
yeah we saw the parrot,2
you didn't see an elephant,2
what else did you see,2
a lamb,0
is that what it says,1
big dog,0
yeah big doggie was eating,2
oh broke a pencil,2
you mustn't play with a pencil in your hand,1
lots_of boots,0
oh no what will he write with,3
big what,0
a big needle,0
oh another needle,0
I don't know what is it,1
oh Cromer's pencil,0
oh is that the sky,1
I don't know,1
what is it,1
is that Humpty_Dumpty,1
who spanked Humpty_Dumpty's face,2
I don't know,1
oh he's under your finger,1
write on the other side honey,1
you need a chair,1
Humpty_Dumpty what,1
see,1
careful,0
I don't know,1
where is he,1
down where,0
there's Humpty_Dumpty,1
where did you say he was,2
oh in Pembroke,0
a muffin man,0
you'll be back,3
okay,0
where does the muffin man live,1
mhm,0
careful don't hit Ursla,1
is that a refrigerator,1
moon,0
where did it go,2
up where,0
on your side of the paper,0
my turn,0
oh what're you doing,1
what are you doing,1
okay,0
what are you doing,1
what,0
on the paper,0
you wrote on my finger,2
okay,0
there's nothing in here to read,1
Mommy's read it,1
no that's not shampoo,1
that's dressing,1
salad dressing,0
what you put on salad,2
what's that,1
painting,0
I don't think it's a painting,1
I think it's really a photograph,1
you do what,1
you're picking the ball,1
and what did you do with my piece of paper,2
no,0
why would he want that in his face,1
no I don't want some,1
I don't know,1
you what,0
oh no you don't pull on books,1
no this is yours,1
you take the card,1
hm,0
what,0
what are you doing,1
where's your page,1
no,0
that's no the one that has the markings on it,1
no you don't pull on books,1
you don't throw books either,1
can you read it,1
you don't find pictures,1
no that doesn't have any pictures in it,1
you may fall,1
if I let go you'll fall and hurt yourself,2
you're tires,1
oh I thought you were tired,2
see,0
what happened,2
what happened,2
I did,2
see what,1
you fell down,2
oh you're in the rodeo,1
oh what are you doing,1
are you riding a horse,1
what are you riding,1
oh you're going to ride a horse,1
yes he is heavy,1
now how are you going to get down,1
careful,0
you're okay,1
no but that's not ground,1
you don't use a pencil for that do you,1
you write with a pencil,1
that's not a hammer,1
you don't use that either,1
what are you doing,1
pushing what away,1
you're pushing that shadow away,1
whose shadow,0
your shadow,1
I don't see your shadow,1
what,0
Ricky's in there,1
what happened,2
you're okay,1
you can't ride that horse can you,1
it's a big horse,1
oh you can ride that one,1
you can't ride Perro,1
he's too small isn't he,1
no you can't ride on the tail,1
no you don't need a blanket,1
funny Pinocchio,0
Adam,0
careful,0
what do you say,1
you didn't kick Perro,2
whom did you kick with your shoe,2
you hit Mr Cromer with your shoes,2
you kicked him with your shoe,2
kiss it,1
kiss what,1
you want him to kiss your dirty shoes,1
he has dirty feet doesn't he,1
no that's not yours is it,1
under there,0
let who,1
who,0
no Adam,0
don't step on it,1
Daddy's going to ride in the car,1
he's not a copy cat,1
you're a copy cat,1
don't break the points Adam he needs that to write with,1
I think he meant let me play with Mr Cromer,1
something broke,2
don't break Mr Cromer's pencil,1
he won't be able to write anymore,3
where are you putting that Adam,1
don't what,1
change,1
where is the point,1
show me the point,1
put your finger on the point,1
birdie toe,0
that's the point,1
this is what you write with,1
no that's not apple,1
no,0
no thank_you,0
what are you doing,1
you dropped your hat,2
what is that,1
don't hit the table so hard,1
you fell down,2
why did you fall down,2
eat,1
I'm not hungry,1
no thank_you,0
no thank_you,0
I don't want a spoon,1
be quiet,1
oh you're going to eat,1
no thank_you,0
you already brought the supper,2
you two be quiet,1
alright,0
what is it,1
oh it's macaroni,1
let me eat the macaroni,1
that's very good,1
did you bake that yourself,2
like a piece of meat,0
no thank_you,0
I don't know,1
maybe you dropped it out in the kitchen,2
what kind of meat is it,1
big meat,0
no thank_you,0
don't push Adam that's not nice,1
what are you getting now,1
I don't think you need a fork,1
Adam what are you doing,1
why do you have a hat and why do you have that,1
careful,0
that was in the trash and you took it out didn't you,2
what,0
bite your pants,1
who bit your pants,2
doggie did,2
which doggie,0
oh tomorrow you'll go fishing,3
the fish bit you and the cowboy bit you and a big doggie bit you,2
you got lots_of bites didn't you,2
why do you hafta put the hat on when you're out there,1
why do you hafta wear a hat,1
oh big doggie bite Ursla and Cromer,0
what are you doing,1
cowboy lost the hat,2
bandana,0
you don't wear a bandana,1
cowboy likes a boot,1
why does the cowboy like boots,1
you don't have any boots on,1
you have a hat on,1
what else,0
what else do you have on Adam,1
what else,0
bandana,0
you don't have any bandana,1
what else,0
hat,0
what else,0
what else,0
who took them,2
Santa did,2
oh he can't write with a spoon,1
you write with a pencil,1
tomato,0
put it in your hat,1
what are you doing,1
you're going to fall,3
what,0
a what,0
you will,3
just a minute Santa Claus,0
oh Santa Claus has boots on just like you,1
let you need them on,1
oh you're going to get the saddle and bridle,3
oh the saddle and bridle are all_gone,1
what happened to them,2
Mommy's pointing,1
oh,0
your saddle and bridle,0
oh that's what cowboy's horses wear,1
who get out,1
cowboys did,2
watch your head,1
oh you'll be back,3
where are you,1
you're where,1
a little while,0
oh you're okay you wanna play in the bunkhouse,1
other bunkhouse,0
somebody went away,2
you're going to dance with Cromer,3
no Adam don't put that in the microphone,1
that can't go in there,1
no don't put it in the microphone,1
what is it anyway,1
that's not a screw,1
no that isn't a screw,1
is that part of the broom,1
Adam no,0
she needs to write with the pencil,1
Adam,0
that wasn't nice was it,2
what are those,1
Jesus,0
Jesus stands up what,1
oh horsie,0
another Jesus,0
Jesus does what,1
stirs,1
Jesus walks,1
walk,0
did what,1
no Adam that's not nice,1
write on your paper,1
no don't get on the table,1
where's the hook an ladder,1
get off the table honey,1
the table may fall,1
you knocked it off,2
why is that a Jesus,1
careful with the pencil honey,0
we're Jesus,1
no don't you hit anybody with the pencil,1
stop crying,1
Adam be careful with the pencil,1
well you bring it and put it on the table,1
Adam pick the pencil up and put it on the table,1
you're rolling the tape,1
careful with your pencil honey,0
Adam no don't do that to the rug,1
okay,0
Adam,0
don't put the screwdriver on the rug like that,1
what do you use your screwdriver for,1
not for digging,0
you use a shovel for digging,1
yes you need a shovel but you don't have a shovel so you can't dig,1
yes but you don't have a shovel do you,1
when spring comes and we go outside you may have a shovel to dig in the sand outside,1
why don't you go work on your firetruck with the screwdriver,1
what about the screws on your firetruck,0
are they all there,1
mhm,0
she doesn't have anything to show you in that bag,1
where's Robin on there,1
no that's not David,1
Robin Adam,0
they are working,1
oh Robin is a little boy,1
you don't like it,1
why,0
no there's nothing in there,1
oh no,0
no that's Urs bag,1
what's in there,1
no don't take it out,1
I don't know,1
you ask Urs,1
that's her bag,1
what are they,1
gloves,0
you keep that,1
you put them on your hand,1
is that the right one,1
you put it on,1
that's a fastener,1
is that right,1
no the doggie can't wear gloves,1
he doesn't have fingers,1
no doggie doesn't have fingers,1
small doggie,0
he doesn't have fingers either,1
he doesn't have fingers,1
no thank_you,0
well what do you have in the trash can,1
why don't you put that on the table,1
come take Urs gloves off,1
you got them,2
where did you get them,2
from the bag,0
alright put them back,1
Adam you have another one out here,1
Adam what are you doing,1
no we don't need our forks,1
thank_you,0
thank_you,0
little what,0
little talk,0
what is that Adam,1
please,0
maybe she's afraid of doggies,1
see what,0
read a magazine,1
is that what you have a magazine,1
what are you reading in the magazine,1
let me want fork,1
oh that's too much for you to take you're cutting it,1
no thank_you,0
what is that,1
what is that in the bottle,1
what,0
it's hot,1
what's hot,1
radiator is hot,1
bandana belongs to the cowboy,1
write the name cowboy hat,1
what is that that you're writing on,1
tomato,0
oh that's corn,1
what kind of corn,0
what kind of corn is it,1
take the pencil out_of your mouth,1
corn on the cob,0
take the pencil out_of your mouth,1
you've finished your corn haven't you,2
all_gone,0
no,0
take the pencil out_of your mouth,1
what is that,1
smoke,0
what kind of smoke is that,0
you're sitting at the table,1
well what kind of smoke is that,1
oh cigarette smoke,0
what,0
what,0
put the pencil right on the table,1
why don't you write a tomato for me,1
okay you draw a cowboy hat,1
oh that's a nice cowboy hat,1
what is in there,1
sauce,0
I'm going to wash his hands and feet,3
come on Adam,1
Adam,0
leave those mops alone and come out here,1
no you don't do that on Mommy's rug,1
you're a big boy,1
Adam what about your poor doggies who are sitting out here waiting for you,1
what,0
no you don't do that Adam what do you say,1
excuse me please,1
no where could she go,1
where could she sit,1
no,0
yes you sit down there and read a story to the microphone,1
are you going to listen to a story,3
well your story books are out here aren't they,1
oh you're big boy to read that,1
yes that's a nice story too,1
oh what about the kitty,0
that's a nice story,1
what's funny,1
yes that's a nice story,1
where did all the pieces go,2
you can use the table Adam if you wanna,1
I don't know,1
I don't know,1
I don't think so,1
I think he's standing on his feet,1
you know where he goes not that way,1
that goes there doesn't it,1
I don't think so,1
faster,0
is it going faster,1
that's her pocketbook,1
okay,0
have you seen everything,2
what,0
what is it Adam,1
booking,1
I don't know,1
teaching,1
oh teasing,1
you're teasing Cromer,1
do you know what this is,1
no that's not a car,1
pin,0
what kind of pen,0
car,0
what kind of car,0
red car,0
yellow car,0
what do you do with it,1
where what go,1
horse,0
did he go to the corral,2
you're doing tricks,1
doing tricks,1
what kind of tricks,0
chair tricks,0
oh you're laughing,1
chair tricks,0
do I remember chair tricks,1
you're pressing a button,1
and what happens,1
to the horse's tail,0
rope tricks,0
oh you fell down on Mommy's floor,2
no don't throw that,1
what is it,1
tricks,0
oh your rope tricks,0
I don't think it will if you put him down there,3
try him up there,1
well it doesn't really belong there,1
careful don't hit Ursula with your horse,1
yes I see,1
hello,0
I don't know what happened,1
what happened to him,2
I don't know,1
Rusty's down there,1
cowboy's grass,0
what,0
what,0
what happened,2
oh don't take it from you,1
what is it now,1
I don't know,1
I don't know,1
be quiet,1
what are you doing,1
what are you doing,1
what is that,1
you can't play with that,1
it's a can top,1
strong and healthy,0
what will make you strong and healthy,3
supper,0
what,0
gasoline,0
that's not a rocket,1
that's not a rocket,1
that's a Wheaties box,1
what,0
careful,0
you go over near the door,1
where did your rocket go,2
you got your rocket,2
where are you trying to send your rocket,1
to Rusty,0
watch it kids,1
no Adam,0
Adam,0
hitting him a little,1
okay well that's enough,1
you might hurt him,1
isn't the rocket heavy,1
what kind of flag,0
what,0
Adam don't throw the ball okay,1
what's wrong with it,1
oh it's a trailer,1
push Rusty down,1
go where,1
well I can't do that,1
well no I don't think you know how by yourself yet do you,1
hm,0
what's the trailer doing,1
nothing,0
watching you,1
oh,0
I wouldn't throw my hat,1
careful of the light Adam,0
you fell down,2
careful Adam,0
hm,0
be careful,1
you're going to leave your horses down there,1
yes I'm watching you,1
no Adam you don't climb up there,1
come down,1
no I don't want that book thank_you,1
come down or else you can't player over there anymore,1
get down,1
I don't know what happened to you,2
oh what happened to the cowboy,2
get what,1
get what,1
what did you say,2
don't know,1
